/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_102.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_102.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_102.jpg,0,0,0,11.61993
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_185.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_185.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_185.jpg,0,0,0,11.52866
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_268.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_268.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_268.jpg,0,0,0,11.42826
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_329.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_329.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_329.jpg,0,0,0,11.35201
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_411.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_411.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_411.jpg,0,0,0,11.21586
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_478.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_478.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_478.jpg,0,0,0,11.13275
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_561.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_561.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_561.jpg,0,0,0,11.03952
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_628.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_628.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_628.jpg,0,0,0,10.96993
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_712.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_712.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_712.jpg,0,0,0,10.87267
/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_08_25_14_22_57_778.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_08_25_14_22_57_778.jpg,/home/shinchan/Projekte/Udacity/NanoDegree/Projects/term1/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_08_25_14_22_57_778.jpg,-0.2,0,0,10.76462
